recipe_code,name_en,step_order,instruction_en,instruction_vi
mulukhiyah,Mulukhiyah,8,Add salt to taste,Nêm muối vừa ăn.
mulukhiyah,Mulukhiyah,9,Serve with a generous amount of lemon juice.,Dùng kèm với nhiều nước cốt chanh.
mulukhiyah,Mulukhiyah,10,You can serve it with some short grain rice or some pita bread,Bạn có thể dùng món này với cơm gạo tẻ hạt ngắn hoặc bánh mì pita.
pistachio-cake,Pistachio cake,1,"Heat the oven to 180C/160C fan/gas 4. Butter and line a 23cm springform cake tin. Tip 150g of the pistachios into a food processor and blitz until finely ground. Tip into a bowl and mix in the flour, baking powder and pinch of salt. Beat the butter and sugar in a separate bowl until fluffy and pale, around 5 mins. Crack in the eggs one at a time, beating well for 1 min after each addition, until they have all been added. Beat in the vanilla, then fold in the flour mixture gently. Carefully spoon into the prepared tin and bake for 35-40 mins until a skewer inserted into the middle comes out clean. Set aside to cool completely on a wire rack in the tin.","Bật lò nướng ở 180°C/160°C quạt/gas số 4. Phết bơ và lót giấy nướng vào khuôn bánh lò xo 23cm. Cho 150g hạt dẻ cười vào máy xay thực phẩm và xay đến khi mịn. Đổ ra tô và trộn với bột mì, bột nở và một nhúm muối. Đánh bơ và đường trong một tô riêng cho đến khi bông và nhạt màu, khoảng 5 phút. Đập trứng vào từng quả một, đánh đều trong 1 phút sau mỗi lần thêm, cho đến khi hết trứng. Đánh tiếp vani, sau đó nhẹ nhàng trộn hỗn hợp bột mì vào. Cẩn thận múc vào khuôn đã chuẩn bị và nướng trong 35-40 phút cho đến khi xiên que cắm vào giữa rút ra sạch. Đặt sang một bên để nguội hoàn toàn trên giá dây trong khuôn."
pistachio-cake,Pistachio cake,2,"Meanwhile, sift the icing sugar into a bowl, then tip in the mascarpone, double cream and pistachio paste. Beat until well combined, then set aside in the fridge for 20-30 mins to thicken to a spooning consistency.","Trong khi đó, rây đường bột vào một cái tô, sau đó cho mascarpone, kem tươi (double cream) và sốt pistachio vào. Đánh đều cho đến khi hỗn hợp hòa quyện, sau đó cho vào tủ lạnh khoảng 20-30 phút để hỗn hợp đặc lại đến độ có thể dùng thìa múc được."
pistachio-cake,Pistachio cake,3,"Cut the cooled cake in half horizontally using a serrated knife, so you have two layers. Put the bottom layer on a plate or cake stand and spread over a generous spoonful of the pistachio cream. Top with a generous handful of the raspberries so the cake is covered. Top with the other sponge half, then cover the top and sides of the cake with the remaining cream. Scatter over the last of the raspberries, the remaining pistachios and the lime zest to serve. Will keep chilled in an airtight container for two days.","Cắt bánh đã nguội theo chiều ngang làm đôi bằng dao răng cưa để có hai lớp. Đặt lớp dưới lên đĩa hoặc đế bánh và phết một muỗng kem hồ trăn (pistachio) đầy đặn lên trên. Phủ lên trên một nắm mâm xôi đầy đặn sao cho bánh được phủ kín. Đặt nửa bánh bông lan kia lên trên, sau đó phủ kem còn lại lên mặt và các cạnh của bánh. Rắc mâm xôi, hồ trăn còn lại và vỏ chanh bào lên trên để dùng. Có thể bảo quản lạnh trong hộp kín khí trong hai ngày."
borsch,Borsch,1,"To make the stock, put the meat, whole onion, bay leaf and 2 litres of lightly salted cold water in a large saucepan. Cook over a very low heat for 1 hr 30 mins or until the beef shin is soft and falls apart easily – this can take up to 3 hrs. Skim off the scum with a spoon from time to time. Break up any larger pieces of beef into the broth, remove the whole onion and discard.","Để làm nước dùng, cho thịt, củ hành tây nguyên củ, lá nguyệt quế và 2 lít nước lạnh có chút muối vào nồi lớn. Nấu trên lửa rất nhỏ khoảng 1 giờ 30 phút hoặc cho đến khi thịt bắp bò mềm và dễ dàng tơi ra – quá trình này có thể mất đến 3 giờ. Thỉnh thoảng hớt bọt bằng muỗng. Xé nhỏ các miếng thịt bò lớn hơn vào nước dùng, lấy củ hành tây nguyên củ ra và bỏ đi."
borsch,Borsch,2,"Add the potatoes to the borscht, season well with salt and pepper and cook for 10-15 mins until tender. Meanwhile, heat the sunflower oil in a large, deep frying pan. Add the diced onion and carrot, and cook over a medium heat, stirring, until the carrot is soft and is about to start caramelising.","Cho khoai tây vào món súp củ dền (borscht), nêm thêm muối và tiêu, nấu trong 10-15 phút cho đến khi khoai mềm. Trong lúc đó, đun nóng dầu hướng dương trong chảo sâu lòng lớn. Thêm hành tây và cà rốt đã thái hạt lựu vào, nấu ở lửa vừa, khuấy đều, cho đến khi cà rốt mềm và bắt đầu chuyển màu caramen."
borsch,Borsch,3,"Add the beetroot and cook for around 5 mins, stirring occasionally. Add the red pepper, if using, and cook for another 2 mins, then add the tomatoes and prunes, stir, then increase the heat and boil to reduce slightly, before adding everything to the borscht.","Cho củ dền vào và nấu khoảng 5 phút, thỉnh thoảng khuấy đều. Cho ớt chuông đỏ vào, nếu dùng, và nấu thêm 2 phút, sau đó cho cà chua và mận khô vào, khuấy đều, rồi tăng lửa và đun sôi để cạn bớt một chút, trước khi cho tất cả vào món borscht."
borsch,Borsch,4,"Add the shredded cabbage and the kidney beans, and cook for 7-10 mins or until tender. Serve with a dollop of sour cream or crème fraîche, lots of chopped dill and some crusty bread.","Thêm bắp cải đã thái sợi và đậu tây (kidney beans) vào, nấu trong 7-10 phút hoặc cho đến khi mềm. Dùng kèm với một muỗng kem chua (sour cream) hoặc kem tươi (crème fraîche), nhiều thì là đã thái nhỏ và một ít bánh mì vỏ giòn."
tuna-nicoise,Tuna Nicoise,1,"Heat oven to 200C/fan 180C/gas 6. Toss the potatoes with 2 tsp oil and some seasoning. Tip onto a large baking tray, then roast for 20 mins, stirring halfway, until crisp, golden and cooked through.","Bật lò nướng ở 200°C/quạt 180°C/gas số 6. Trộn khoai tây với 2 muỗng cà phê dầu ăn và một chút gia vị. Đổ lên khay nướng lớn, sau đó nướng khoảng 20 phút, đảo giữa chừng, cho đến khi khoai giòn, vàng và chín đều."
tuna-nicoise,Tuna Nicoise,2,"Meanwhile, put eggs in a small pan of water, bring to the boil, then simmer for 8-10 mins, depending on how you like them cooked. Plunge into a bowl of cold water to cool for a few mins. Peel away the shells, then cut into halves.","Trong lúc đó, cho trứng vào nồi nước nhỏ, đun sôi rồi để lửa nhỏ 8-10 phút, tùy theo sở thích ăn trứng của bạn. Nhúng ngay vào bát nước lạnh để nguội vài phút. Bóc vỏ, rồi cắt đôi."
tuna-nicoise,Tuna Nicoise,3,"In a large salad bowl, whisk together the remaining oil, red wine vinegar, capers and chopped tomatoes. Season, tip in the onion, spinach, tuna and potatoes, then gently toss together. Top with the eggs, then serve straight away.","Trong một tô salad lớn, đánh đều phần dầu ăn còn lại, giấm rượu vang đỏ, nụ bạch hoa (caper) và cà chua đã cắt nhỏ. Nêm nếm gia vị, cho hành tây, rau bó xôi, cá ngừ và khoai tây vào, rồi trộn nhẹ nhàng. Cho trứng lên trên, sau đó dùng ngay."
beef-mechado,Beef Mechado,1,"0.	Make the beef tenderloin marinade by combining soy sauce, vinegar, ginger, garlic, sesame oil, olive oil, sugar, salt, and ground black pepper in a large bowl. Mix well.","0.  Làm nước ướp thăn bò bằng cách cho nước tương, giấm, gừng, tỏi, dầu mè, dầu ô liu, đường, muối và tiêu đen xay vào tô lớn. Trộn đều."
beef-mechado,Beef Mechado,2,Add the cubed beef tenderloin to the bowl with the beef tenderloin marinade. Gently toss to coat the beef. Let it stay for 1 hour.,Cho thịt thăn bò đã thái hạt lựu vào tô cùng với nước ướp thịt thăn bò. Trộn nhẹ nhàng để thịt được phủ đều gia vị. Để yên trong 1 giờ.
beef-mechado,Beef Mechado,3,"Using a metal or bamboo skewer, assemble the beef kebob by skewering the vegetables and marinated beef tenderloin.","Dùng que xiên bằng kim loại hoặc tre, xiên rau củ và thịt thăn bò đã ướp để tạo thành xiên bò."
beef-mechado,Beef Mechado,4,"Heat-up the grill and start grilling the beef kebobs for 3 minutes per side. This will give you a medium beef that is juicy and tender on the inside. Add more time if you want your beef well done, but it will be less tender.","Làm nóng vỉ nướng và bắt đầu nướng thịt bò xiên trong 3 phút mỗi mặt. Điều này sẽ giúp thịt bò chín vừa, bên trong mọng nước và mềm. Thêm thời gian nếu muốn thịt bò chín kỹ, nhưng sẽ kém mềm hơn."
beef-mechado,Beef Mechado,5,Transfer to a serving plate. Serve with Saffron rice.,Chuyển ra đĩa phục vụ. Dùng với cơm Saffron.
beef-mechado,Beef Mechado,6,Share and enjoy!,Thưởng thức!
saltfish-and-ackee,Saltfish and Ackee,1,"For the saltfish, soak the salt cod overnight, changing the water a couple of times.","Đối với cá muối, ngâm cá tuyết muối qua đêm, thay nước vài lần."
saltfish-and-ackee,Saltfish and Ackee,2,"Drain, then put the cod in a large pan of fresh water and bring to the boil. Drain again, add fresh water and bring to the boil again.","Vớt ra, sau đó cho cá tuyết vào nồi lớn với nước sạch và đun sôi. Vớt ra lần nữa, thêm nước sạch và đun sôi lại."
saltfish-and-ackee,Saltfish and Ackee,3,"Simmer for about five minutes, or until cooked through, then drain and flake the fish into large pieces. Discard any skin or bones.","Khoảng năm phút hoặc cho đến khi cá chín đều, sau đó vớt ra, gạn nước và xé cá thành miếng lớn. Bỏ da và xương cá đi."
saltfish-and-ackee,Saltfish and Ackee,4,"For the dumplings, mix the flour and suet with a pinch of salt and 250ml/9fl oz water to make a dough.","Để làm bánh, trộn bột mì và lớp mỡ cứng với một nhúm muối và 250ml/9fl oz nước để tạo thành khối bột."
saltfish-and-ackee,Saltfish and Ackee,5,Wrap the mixture in clingfilm and leave in the fridge to rest.,Bọc hỗn hợp bằng màng bọc thực phẩm và để trong tủ lạnh cho nghỉ.
saltfish-and-ackee,Saltfish and Ackee,6,"Open the can of ackee, drain and rinse, then set aside.","Mở hộp quả ackee, chắt nước và rửa sạch, sau đó để riêng."
saltfish-and-ackee,Saltfish and Ackee,7,Heat a tablespoon of olive oil in a pan and fry the onion until softened but not brown.,"Đun nóng một muỗng canh dầu ô liu trong chảo, phi hành tây cho mềm nhưng không chuyển màu nâu."
saltfish-and-ackee,Saltfish and Ackee,8,"Add the spices, seasoning, pepper sauce and sliced peppers and continue to fry until the peppers are tender.","Cho gia vị, hạt nêm, sốt ớt và ớt thái lát vào, tiếp tục xào cho đến khi ớt mềm."
saltfish-and-ackee,Saltfish and Ackee,9,"Add the chopped tomatoes, then the salt cod and mix together. Lastly stir in the ackee very gently and leave to simmer until ready to serve.","Thêm cà chua thái hạt lựu, sau đó là cá tuyết muối và trộn đều. Cuối cùng, khuấy nhẹ nhàng quả ackee vào và để om cho đến khi sẵn sàng để phục vụ."
saltfish-and-ackee,Saltfish and Ackee,10,"When you’re almost ready to eat, heat about 1cm/½in vegetable oil in a frying pan and heat until just smoking.","Khi bạn gần ăn, cho khoảng 1cm/½in dầu ăn vào chảo rán và đun nóng đến khi vừa bốc khói."
saltfish-and-ackee,Saltfish and Ackee,11,Shape the dumpling mix into plum-size balls and shallow-fry until golden-brown. (CAUTION: hot oil can be dangerous. Do not leave the pan unattended.),Nặn hỗn hợp nhân thành những viên tròn cỡ quả mận rồi chiên áp chảo cho đến khi vàng nâu. (LƯU Ý: dầu nóng có thể nguy hiểm. Không được rời chảo khi đang chiên.)
saltfish-and-ackee,Saltfish and Ackee,12,Drain the dumplings on kitchen paper and serve with the saltfish and ackee.,Vớt bánh bao ra giấy thấm dầu và dùng kèm với cá muối và ackee.
